team_name,team_code,team_founded,team_logo,venue_name,venue_address,venue_city,venue_capacity,venue_image,team_age
POBLA MAFUMET,,1953.0,https://media.api-sports.io/football/teams/9677.png,Estadio Municipal de La Pobla de Mafumet,,La Pobla de Mafumet,2000.0,https://media.api-sports.io/football/venues/6768.png,72.0
SAN CRISTÓBAL,,,https://media.api-sports.io/football/teams/9678.png,Camp de Futbol Municipal Ca n'Anglada,"Av. del Vallès, 552",Tarrasa,5000.0,https://media.api-sports.io/football/venues/6769.png,
SANTFELIUENC,,1905.0,https://media.api-sports.io/football/teams/9679.png,Nou Estadi Municipal de Les Grases,"Carretera Sansón / Carrer Mataro, Sant Feliu de Llobregat",Barcelona,2500.0,https://media.api-sports.io/football/venues/6770.png,120.0
SANTS,,,https://media.api-sports.io/football/teams/9680.png,Camp de Futbol Energia,"Carrer de l&apos;Energia, 35",Barcelona,1000.0,https://media.api-sports.io/football/venues/6771.png,
TERRASSA,,1906.0,https://media.api-sports.io/football/teams/9681.png,Estadi Olímpic de Terrassa,Carrer des Jocs Olímpics,Terrassa,11500.0,https://media.api-sports.io/football/venues/6772.png,119.0
VILAFRANCA,,1904.0,https://media.api-sports.io/football/teams/9682.png,Camp Municipal d'Esports,"Carrer Bodegues Torres, 2640",Vilafranca del Penedès,5000.0,https://media.api-sports.io/football/venues/6773.png,121.0
VILASSAR MAR,,1946.0,https://media.api-sports.io/football/teams/9683.png,Estadio Municipal Xevi Ramon,vinguda Arquitecte Eduard Ferres 155,Vilassar de Mar,3000.0,https://media.api-sports.io/football/venues/6774.png,79.0
RODA,,,https://media.api-sports.io/football/teams/9684.png,Ciudad Deportiva Pamesa Cerámica,Camí Segon Sedeny s/n,Villarreal,5000.0,https://media.api-sports.io/football/venues/6775.png,
ACERO,,1919.0,https://media.api-sports.io/football/teams/9685.png,Estadio El Fornás,"Avenida Camp de Morvedre, 38 Puerto Sagunto",El Port de Sagunt,2000.0,https://media.api-sports.io/football/venues/6776.png,106.0
ALCOYANO,ALC,1929.0,https://media.api-sports.io/football/teams/9686.png,Campo Municipal El Collao,Calle Oliver,Alcoy,4850.0,https://media.api-sports.io/football/venues/6777.png,96.0
ALZIRA,,1922.0,https://media.api-sports.io/football/teams/9687.png,Estadio Luis Suñer Picó,Avenida de los Desportes,Alzira,8000.0,https://media.api-sports.io/football/venues/6778.png,103.0
ATZENETA,,,https://media.api-sports.io/football/teams/9688.png,Campo De Futbol El Regit,Vall d&apos;Albaida,Atzeneta d&apos;Albaida,5000.0,https://media.api-sports.io/football/venues/6779.png,
BENIGÀNIM,,,https://media.api-sports.io/football/teams/9689.png,Campo Municipal Emilio Cuquerella,Calle Maestro Don José Moscardo S/N,Benigànim,1000.0,https://media.api-sports.io/football/venues/6780.png,
CREVILLENTE,,,https://media.api-sports.io/football/teams/9690.png,Estadio Enrique Miralles,"4, C. Manuel Sanchis Guarner",Crevillent,3500.0,https://media.api-sports.io/football/venues/6781.png,
ELCHE II,ELC,1932.0,https://media.api-sports.io/football/teams/9691.png,Estadio José Díez Iborra (Ciudad Deportiva de Elche),Calle Confrides 2,Elche,2000.0,https://media.api-sports.io/football/venues/6782.png,93.0
ELDENSE,,1921.0,https://media.api-sports.io/football/teams/9692.png,Estadio Municipal Nuevo Pepico Amat,Calle Heidelberg / Avenida de Ronda,Elda,5776.0,https://media.api-sports.io/football/venues/6783.png,104.0
HÉRCULES II,,,https://media.api-sports.io/football/teams/9693.png,Polideportivo Juan Antonio Samaranch,"C. Paraguay, 6",Alacant,1000.0,https://media.api-sports.io/football/venues/12313.png,
JOVE ESPAÑOL,,2004.0,https://media.api-sports.io/football/teams/9694.png,Ciudad Deportiva de San Vicente del Raspeig,Avenida Dénia 2,San Vicente del Raspeig,3800.0,https://media.api-sports.io/football/venues/6785.png,21.0
NOVELDA,,1925.0,https://media.api-sports.io/football/teams/9695.png,Estadio La Magdalena,Avenida del Médico Enrique Sala,Novelda,6500.0,https://media.api-sports.io/football/venues/6786.png,100.0
OLÍMPIC XÀTIVA,XAT,1932.0,https://media.api-sports.io/football/teams/9696.png,Estadio La Murta,Avinguda de la Murta,Xàtiva,9000.0,https://media.api-sports.io/football/venues/6787.png,93.0
PATERNA,,2007.0,https://media.api-sports.io/football/teams/9697.png,Estadio Municipal Gerardo Salvador,Calle Manises 23,Paterna,8000.0,https://media.api-sports.io/football/venues/6788.png,18.0
RC CATARROJA,,2003.0,https://media.api-sports.io/football/teams/9698.png,Estadio Polideportivo Municipal de Sedaví,"Carrer Fernando Baixauli Chornet, s/n",Sedaví,1000.0,https://media.api-sports.io/football/venues/12314.png,22.0
SAGUNTINO,,1951.0,https://media.api-sports.io/football/teams/9699.png,Estadio Nou Camp de Morvedre,Calle Petres 1200,Sagunt,4000.0,https://media.api-sports.io/football/venues/6790.png,74.0
SILLA,,,https://media.api-sports.io/football/teams/9700.png,Complejo Deportivo Municipal Vicent Morera,"Av. de Gandía, 22",Silla,5000.0,https://media.api-sports.io/football/venues/6791.png,
VILAMARXANT,,,https://media.api-sports.io/football/teams/9701.png,Estadio Hermanos Albiol,Avenida del Polideportivo,Ribarroja del Turia,4000.0,https://media.api-sports.io/football/venues/6792.png,
VILLARREAL III,,,https://media.api-sports.io/football/teams/9702.png,Ciudad Deportiva Pamesa Cerámica,Camí Segon Sedeny s/n,Villarreal,5000.0,https://media.api-sports.io/football/venues/6775.png,
SANTA ANA,,,https://media.api-sports.io/football/teams/9703.png,Polideportivo Santa Ana,"Calle de Afueras a Valverde, Barrio Fuencarral",Madrid,2000.0,https://media.api-sports.io/football/venues/6793.png,
AD PARLA,,,https://media.api-sports.io/football/teams/9704.png,Estadio Municipal de Los Prados,Avenida Juan Carlos I,Parla,3500.0,https://media.api-sports.io/football/venues/12699.png,
ALCOBENDAS SPORT,,1995.0,https://media.api-sports.io/football/teams/9705.png,Campos Municipales Valle de la Oliva,Calle Moreras,Majadahonda,1000.0,https://media.api-sports.io/football/venues/19146.png,30.0
ALCORCÓN II,,,https://media.api-sports.io/football/teams/9706.png,Campo 2 Alcorcón,Avenida de Pablo Iglesias,Alcorcón,1200.0,https://media.api-sports.io/football/venues/6796.png,
ATLÉTICO PINTO,,1963.0,https://media.api-sports.io/football/teams/9707.png,Estadio Amelia del Castillo,Calle Doña Manolita,Pinto,1600.0,https://media.api-sports.io/football/venues/6797.png,62.0
CARABANCHEL,,,https://media.api-sports.io/football/teams/9708.png,Estadio La Mina de Carabanchel,"Calle Monseñor Oscar Romero 39, Carabanchel",Madrid,6000.0,https://media.api-sports.io/football/venues/6798.png,
FLAT EARTH,,2019.0,https://media.api-sports.io/football/teams/9709.png,Campo de Fútbol Castroserna,Calle de Castroserna,Madrid,1000.0,https://media.api-sports.io/football/venues/6799.png,6.0
LEGANÉS II,,,https://media.api-sports.io/football/teams/9710.png,Estadio Anexo Butarque,Calle Arquitectura,Leganés,2000.0,https://media.api-sports.io/football/venues/6800.png,
MORATALAZ,,,https://media.api-sports.io/football/teams/9711.png,,,,,,
MÓSTOLES,,1996.0,https://media.api-sports.io/football/teams/9712.png,Estadio Municipal de El Soto,Avenida de los Deportes,Móstoles,14000.0,https://media.api-sports.io/football/venues/6801.png,29.0
POZUELO ALARCÓN,,,https://media.api-sports.io/football/teams/9713.png,Estadio Valle de las Cañas,Camino de Alcorcón a Pozuelo,Pozuelo de Alarcón,2000.0,https://media.api-sports.io/football/venues/6802.png,
RSD ALCALÁ,,1929.0,https://media.api-sports.io/football/teams/9714.png,Estadio Municipal Virgen del Val,Avenida de Virgen de Val,Alcalá de Henares,8000.0,https://media.api-sports.io/football/venues/6803.png,96.0
RAYO VALLECANO II,,1924.0,https://media.api-sports.io/football/teams/9715.png,Ciudad Deportiva Rayo Vallecano Campo 2,"Calle del Rayo Vallecano de Madrid, 2",Madrid,1000.0,https://media.api-sports.io/football/venues/19147.png,101.0
SAN FERNANDO HENARES,,1929.0,https://media.api-sports.io/football/teams/9716.png,Estadio Municipal Santiago del Pino,Plaza San Fernando,San Fernando de Henares,3300.0,https://media.api-sports.io/football/venues/6805.png,96.0
TORREJÓN,,2002.0,https://media.api-sports.io/football/teams/9717.png,Estadio Las Veredillas,Calle Turin 12,Torrejón de Ardoz,1300.0,https://media.api-sports.io/football/venues/6806.png,23.0
TRIVAL VALDERAS,,,https://media.api-sports.io/football/teams/9718.png,Estadio La Canaleja,Avenida de los Castillos,Alcorcón,2000.0,https://media.api-sports.io/football/venues/6807.png,
UNIÓN ADARVE,,,https://media.api-sports.io/football/teams/9719.png,Centro Deportivo Municipal Vicente del Bosque,Avenida de Monforte de Lemos,Madrid,2000.0,https://media.api-sports.io/football/venues/20197.png,
VILLAVERDE-BOETTICHER,,,https://media.api-sports.io/football/teams/9720.png,Estadio Boetticher,Paseo Talleres 1,Madrid,500.0,https://media.api-sports.io/football/venues/6809.png,
ALMAZÁN,,,https://media.api-sports.io/football/teams/9721.png,Estadio Municipal de la Arboleda,Paseo de la Arboleda,Almazán,2000.0,https://media.api-sports.io/football/venues/6810.png,
ARANDINA,,1987.0,https://media.api-sports.io/football/teams/9722.png,Estadio El Montecillo,,Aranda de Duero,10000.0,https://media.api-sports.io/football/venues/6811.png,38.0
ATLÉTICO ASTORGA,,,https://media.api-sports.io/football/teams/9723.png,Estadio La Eragudina,Paseo La Eragudina,Astorga,2332.0,https://media.api-sports.io/football/venues/6812.png,
ATLÉTICO TORDESILLAS,,1969.0,https://media.api-sports.io/football/teams/9724.png,Estadio Las Salinas,"Carretera Madrid - Coruña, km 182",Tordesillas,3500.0,https://media.api-sports.io/football/venues/6813.png,56.0
BEMBIBRE,,,https://media.api-sports.io/football/teams/9725.png,Estadio La Devesa,Paraje La Devesa,Bembibre,2750.0,https://media.api-sports.io/football/venues/6814.png,
BUPOLSA,,2006.0,https://media.api-sports.io/football/teams/9726.png,Nuevo Campo San Amaro,C/ José Mª Villacián Rebollo,Burgos,1000.0,https://media.api-sports.io/football/venues/6815.png,19.0
BURGOS PROMESAS,,,https://media.api-sports.io/football/teams/9727.png,Ciudad Deportiva de Castañares,"Calle Obidus, Castañares",Burgos,1000.0,https://media.api-sports.io/football/venues/6816.png,
CRISTO ATLÉTICO,,,https://media.api-sports.io/football/teams/9728.png,Estadio La Nueva Balastera,Avenida de Cataluña 12,Palencia,12500.0,https://media.api-sports.io/football/venues/6817.png,
CULTURAL LEONESA II,,,https://media.api-sports.io/football/teams/9729.png,Área Deportiva Municipal Puente Castro,Autovía León-Astorga,León,10000.0,https://media.api-sports.io/football/venues/6818.png,
LA BAÑEZA,,1956.0,https://media.api-sports.io/football/teams/9730.png,Estadio La Llanera,Calle La Llanera,La Bañeza,3000.0,https://media.api-sports.io/football/venues/6819.png,69.0
LA GRANJA,,,https://media.api-sports.io/football/teams/9731.png,Campo de Fútbol El Hospital,Ctra de Torrecaballeros,San Ildefonso,1200.0,https://media.api-sports.io/football/venues/6820.png,
LA VIRGEN DEL CAMINO,,,https://media.api-sports.io/football/teams/9732.png,Campo Los Dominicos,,La Virgen Del Camino,1500.0,https://media.api-sports.io/football/venues/6821.png,
MIRANDÉS II,,,https://media.api-sports.io/football/teams/9733.png,Estadio Municipal de Ence,Diseminado Ctra. de Logroño,Miranda de Ebro,500.0,https://media.api-sports.io/football/venues/6822.png,
NUMANCIA II,,,https://media.api-sports.io/football/teams/9734.png,Ciudad Deportiva Francisco Rubio Garcés,Calle de Burgos Km. 351,Soria,1000.0,https://media.api-sports.io/football/venues/6823.png,
REAL BURGOS,,,https://media.api-sports.io/football/teams/9735.png,Estadio Municipal de El Plantío,Calle del Dos de Mayo,Burgos,12200.0,https://media.api-sports.io/football/venues/6674.png,
REAL ÁVILA,,,https://media.api-sports.io/football/teams/9736.png,Estadio Municipal Adolfo Suárez,Carratera de Sonsoles,Ávila,5500.0,https://media.api-sports.io/football/venues/6824.png,
SALAMANCA II,,,https://media.api-sports.io/football/teams/9737.png,Estadio El Helmántico,"Carratera De Zamora, Villares de la Reina",Salamanca,17341.0,https://media.api-sports.io/football/venues/6681.png,
UD SANTA MARTA,,,https://media.api-sports.io/football/teams/9738.png,Estadio Municipal Alfonso San Casto,Avenida Prof. Enrique  Tierno Galván,Santa Marta de Tormes,1500.0,https://media.api-sports.io/football/venues/6825.png,
VÉLEZ,,1922.0,https://media.api-sports.io/football/teams/9739.png,Estadio Vivar Téllez,C. Enrique Atencia Portillo,Vélez-Málaga,2100.0,https://media.api-sports.io/football/venues/6826.png,103.0
ALHAURÍN,,,https://media.api-sports.io/football/teams/9740.png,Estadio Municipal Los Manantiales,Avenida Los Manantiales,Alhaurín de la Torre,3000.0,https://media.api-sports.io/football/venues/6827.png,
ALMERÍA II,ALM,,https://media.api-sports.io/football/teams/9741.png,Anexo Estadio de los Juegos del Mediterráneo,Calle de Belladona,Almería,2000.0,https://media.api-sports.io/football/venues/19151.png,
ANTEQUERA,,1992.0,https://media.api-sports.io/football/teams/9742.png,Estadio El Maulí,Calle Escultor Diego Marquez,Antequera,7000.0,https://media.api-sports.io/football/venues/6828.png,33.0
CIUDAD DE TORREDONJIMENO,,,https://media.api-sports.io/football/teams/9743.png,Estadio Matías Prats,Calle Fuente de Marmol,Torredonjimeno,4500.0,https://media.api-sports.io/football/venues/6829.png,
EL EJIDO,,2012.0,https://media.api-sports.io/football/teams/9744.png,Estadio Municipal Santo Domingo,"Calle Ángel Maeso, Santo Domingo",El Ejido,7885.0,https://media.api-sports.io/football/venues/19240.png,13.0
EL PALO,PAL,1971.0,https://media.api-sports.io/football/teams/9745.png,Estadio San Ignacio,"Carretera de Almería, El Palo",Málaga,1000.0,https://media.api-sports.io/football/venues/6831.png,54.0
HUÉTOR TÁJAR,,1938.0,https://media.api-sports.io/football/teams/9746.png,Estadio Municipal Miguel Moranto,Carretera de la Estacion,Huétor Tájar,1800.0,https://media.api-sports.io/football/venues/6832.png,87.0
HUÉTOR VEGA,,,https://media.api-sports.io/football/teams/9747.png,Estadio Las Viñas,"Av. Gustavo Adolfo Bécquer, 65",Huétor Vega,4000.0,https://media.api-sports.io/football/venues/6833.png,
LOJA,,1968.0,https://media.api-sports.io/football/teams/9748.png,Estadio Municipal Medina Lauxa,Avenida de la Estación 2,Loja,2250.0,https://media.api-sports.io/football/venues/6834.png,57.0
MANCHA REAL,,1984.0,https://media.api-sports.io/football/teams/9749.png,Estadio Polideportivo La Juventud,Calle de San Marcos,Mancha Real,3700.0,https://media.api-sports.io/football/venues/6835.png,41.0
MARACENA,,1945.0,https://media.api-sports.io/football/teams/9750.png,Ciudad Deportiva Maracena,Avenida José Comino,Maracena,2500.0,https://media.api-sports.io/football/venues/6836.png,80.0
MOTRIL,,,https://media.api-sports.io/football/teams/9751.png,Estadio Escribano Castilla,Calle San Marcos,Motril,5400.0,https://media.api-sports.io/football/venues/6837.png,
MÁLAGA II,,,https://media.api-sports.io/football/teams/9752.png,Ciudad Deportiva de la Federación Malagueña de Fútbol,Calle de Max Estrella,Málaga,1300.0,https://media.api-sports.io/football/venues/6838.png,
POLIDEPORTIVO ALMERÍA,,1983.0,https://media.api-sports.io/football/teams/9753.png,Ciudad Deportiva Los Ángeles,Calle Morato,Almería,1500.0,https://media.api-sports.io/football/venues/21274.png,42.0
TORREPEROGIL,,,https://media.api-sports.io/football/teams/9754.png,Polideportivo Municipal Abdon Martínez Fariñas,"Calle Víctor Pradera, 35",Torreperogil,2000.0,https://media.api-sports.io/football/venues/6840.png,
ARCOS,,1956.0,https://media.api-sports.io/football/teams/9755.png,Estadio Antonio Barbadillo,Carretera de Arcos El Bosque,Arcos de la Frontera,2900.0,https://media.api-sports.io/football/venues/6841.png,69.0
CIUDAD DE LUCENA,LUC,,https://media.api-sports.io/football/teams/9756.png,Estadio Ciudad de Lucena,Polígono industrial Los Polvillares,Lucena,5076.0,https://media.api-sports.io/football/venues/6842.png,
CONIL,,1931.0,https://media.api-sports.io/football/teams/9757.png,Estadio Municipal Jose António Pérez Ureba,Carretra de los Militares,Conil de la Frontera,1500.0,https://media.api-sports.io/football/venues/6843.png,94.0
CORIA CF,,1923.0,https://media.api-sports.io/football/teams/9758.png,Estadio Guadalquivir,,Coria del Río,5000.0,https://media.api-sports.io/football/venues/6844.png,102.0
CÓRDOBA II,COR,,https://media.api-sports.io/football/teams/9759.png,Estadio Nuevo Arcángel,Avenida del Arcángel,Córdoba,21822.0,https://media.api-sports.io/football/venues/1469.png,
GERENA,,2006.0,https://media.api-sports.io/football/teams/9760.png,Estadio San José,Av. del Deporte,Gines,1000.0,https://media.api-sports.io/football/venues/21391.png,19.0
LEBRIJANA,,1928.0,https://media.api-sports.io/football/teams/9761.png,Estadio Municipal,Calle Bucaro / Calle de Salvador Allende,Lebrija,3500.0,https://media.api-sports.io/football/venues/5459.png,97.0
LOS BARRIOS,,,https://media.api-sports.io/football/teams/9762.png,Estadio San Rafael,Avenida Dña. Rosa García López-Cespero,Los Barrios,2500.0,https://media.api-sports.io/football/venues/6846.png,
POZOBLANCO,,1926.0,https://media.api-sports.io/football/teams/9763.png,Estadio Municipal Pozoblanco,Calle del Pintor Goya,Pozoblanco,5000.0,https://media.api-sports.io/football/venues/12610.png,99.0
PUENTE GENIL,,1939.0,https://media.api-sports.io/football/teams/9764.png,Estadio Municipal Manuel Polinario,"Calle Montalbán, 17, Parque Príncipe de Asturias",Puente Genil,2000.0,https://media.api-sports.io/football/venues/6848.png,86.0
REAL BETIS II,,,https://media.api-sports.io/football/teams/9765.png,Ciudad Deportiva Luis de Sol,Avenida de Italia,Sevilla,3000.0,https://media.api-sports.io/football/venues/6849.png,
ROTA,,,https://media.api-sports.io/football/teams/9766.png,Estadio Municipal Alcalde Navarro Flores,Avenida de la Diputación 164,Rota,5000.0,https://media.api-sports.io/football/venues/6850.png,
SAN ROQUE LEPE,,1956.0,https://media.api-sports.io/football/teams/9767.png,Estadio Municipal Ciudad de Lepe,Avenida de Andalucía,Lepe,4000.0,https://media.api-sports.io/football/venues/6851.png,69.0
SEVILLA III,,,https://media.api-sports.io/football/teams/9768.png,Estadio Jesús Navas,Carretera de Utrera,Sevilla,7000.0,https://media.api-sports.io/football/venues/2919.png,
UTRERA,,1946.0,https://media.api-sports.io/football/teams/9769.png,Estadio San Juan Bosco,Paseo de Consolación,Utrera,3000.0,https://media.api-sports.io/football/venues/6852.png,79.0
XEREZ,,1947.0,https://media.api-sports.io/football/teams/9770.png,Estadio Municipal de Chapín,Avenida del Polo,Jerez de la Frontera,20742.0,https://media.api-sports.io/football/venues/6854.png,78.0
XEREZ DEPORTIVO,,,https://media.api-sports.io/football/teams/9771.png,Estadio Municipal de Chapín,Avenida del Polo,Jerez de la Frontera,20742.0,https://media.api-sports.io/football/venues/6854.png,
ÉCIJA,ECI,1939.0,https://media.api-sports.io/football/teams/9772.png,Estadio Municipal San Pablo,Calle de Cesteria,Écija,6000.0,https://media.api-sports.io/football/venues/6855.png,86.0
ALCÚDIA,,1975.0,https://media.api-sports.io/football/teams/9773.png,Estadi Municipal Els Arcs,Via de Corneli Àtic,Mallorca,4000.0,https://media.api-sports.io/football/venues/6856.png,50.0
BINISSALEM,,,https://media.api-sports.io/football/teams/9774.png,Estadio Miquel Pons,Carrer del Rector Rafael Sabater,Mallorca,2000.0,https://media.api-sports.io/football/venues/6857.png,
COLLERENSE,,,https://media.api-sports.io/football/teams/9775.png,Estadio Municipal Coll d’en Rebassa,"Ca&apos;n Caimari 11, Coll d’en Rebassa",Mallorca,1000.0,https://media.api-sports.io/football/venues/6858.png,
CONSTÀNCIA,CON,1922.0,https://media.api-sports.io/football/teams/9776.png,Nou Camp de Inca,Carretera de Sineu,Inca,10000.0,https://media.api-sports.io/football/venues/6859.png,103.0
ESPORLES,,,https://media.api-sports.io/football/teams/9777.png,Son Quint Estadio,"Calle sin Nombre 5, 3",Esporles,1000.0,https://media.api-sports.io/football/venues/6860.png,
FELANITX,,,https://media.api-sports.io/football/teams/9778.png,Estadio Es Torrentó,Ctra. Porto Colom,Mallorca,2000.0,https://media.api-sports.io/football/venues/6861.png,
FERRIOLENSE,,,https://media.api-sports.io/football/teams/9779.png,Estadio Municipal de Son Ferriol,,Mallorca,3000.0,https://media.api-sports.io/football/venues/6862.png,
FORMENTERA,,1969.0,https://media.api-sports.io/football/teams/9780.png,Estadio Municipal,,Sant Francesc de Formentera,2500.0,https://media.api-sports.io/football/venues/6863.png,56.0
IBIZA ISLAS PITIUSAS,,,https://media.api-sports.io/football/teams/9781.png,Estadio Can Misses – Power Electronic,"Calle Campanitx, 27",Ibiza,6500.0,https://media.api-sports.io/football/venues/12463.png,
LLOSETENSE,,,https://media.api-sports.io/football/teams/9782.png,Camp Municipal Es Puig,,Mallorca,2000.0,https://media.api-sports.io/football/venues/6864.png,
MALLORCA II,,,https://media.api-sports.io/football/teams/9783.png,Estadi Son Bibiloni (Antonio Asensio),Ma-11,Palma de Mallorca,1500.0,https://media.api-sports.io/football/venues/6865.png,
MANACOR,,,https://media.api-sports.io/football/teams/9784.png,Poliesportiu Municipal Na Capellera,Ronda de l&apos;Institut 52,Manacor,3000.0,https://media.api-sports.io/football/venues/20162.png,
PLATGES CALVIÀ,,,https://media.api-sports.io/football/teams/9785.png,Polideportivo Municipal de Magalluf,"Avenida Palmere 23, Magaluf",Mallorca,3500.0,https://media.api-sports.io/football/venues/6867.png,
PORTMANY,,,https://media.api-sports.io/football/teams/9786.png,Estadio Sant Antoni,,Sant Antoni de Portmany,3000.0,https://media.api-sports.io/football/venues/6868.png,
SAN RAFAEL,,,https://media.api-sports.io/football/teams/9787.png,Estadio Municipal de Sant Rafel,,Ibiza,2000.0,https://media.api-sports.io/football/venues/6869.png,
SANTA CATALINA ATLÉTICO,,,https://media.api-sports.io/football/teams/9788.png,Camp Municipal de Futbol Son Flor,Calle Josep Escala 15,Palma,1000.0,https://media.api-sports.io/football/venues/6870.png,
SANTANYÍ,,,https://media.api-sports.io/football/teams/9789.png,Estadio Municipal de Santanyí,Carrer Bernat Vidal i Tomàs,Santanyí (Mallorca,4000.0,https://media.api-sports.io/football/venues/6871.png,
SÓLLER,,1954.0,https://media.api-sports.io/football/teams/9790.png,Parque Municipal Sóller,Camí de sa figuera,Sóller,1000.0,https://media.api-sports.io/football/venues/12331.png,71.0
ATLÉTICO PASO,,,https://media.api-sports.io/football/teams/9791.png,Campo Municipal de El Paso,"Prol. Ronda, 14A",El Paso,3500.0,https://media.api-sports.io/football/venues/6873.png,
ATLÉTICO TACORONTE,,,https://media.api-sports.io/football/teams/9792.png,Barranco Las Lajas Campo De Futbol,"Calle los Andes, 17",Tacoronte,1500.0,https://media.api-sports.io/football/venues/6874.png,
BUZANADA,,,https://media.api-sports.io/football/teams/9793.png,Campo Municipal de Fútbol Clementina de Bello,"Calle Idelfonso Bello, 1",Buzanada,1000.0,https://media.api-sports.io/football/venues/6875.png,
GÜÍMAR,,,https://media.api-sports.io/football/teams/9794.png,Estadio de Tasagaya,"Calle del Poeta Aristides Hernandez Mora, 13",Güímar,3500.0,https://media.api-sports.io/football/venues/6876.png,
IBARRA,,,https://media.api-sports.io/football/teams/9795.png,Estadio Villa Isabel,El Fraile,Tenerife,3000.0,https://media.api-sports.io/football/venues/6877.png,
LA CUADRA,,2005.0,https://media.api-sports.io/football/teams/9796.png,Estadio Municipal de Los Pozos,Calle Carretera los Pozos,Puerto Rosario,2000.0,https://media.api-sports.io/football/venues/6878.png,20.0
LANZAROTE,,1970.0,https://media.api-sports.io/football/teams/9797.png,Ciudad Deportiva de Lanzarote,Avenida Alcalde Ginés de la Hoz,Lanzarote,6000.0,https://media.api-sports.io/football/venues/6879.png,55.0
LAS PALMAS III,,,https://media.api-sports.io/football/teams/9798.png,Anexo Gran Canaria,Calle de los Fondos de Segura,Las Palmas de Gran Canaria,2000.0,https://media.api-sports.io/football/venues/6668.png,
MARINO,,,https://media.api-sports.io/football/teams/9799.png,Estadio Antonio Domínguez Alfonso,Playa de las Américas,Tenerife,7500.0,https://media.api-sports.io/football/venues/6880.png,
PANADERÍA PULIDO,,,https://media.api-sports.io/football/teams/9800.png,Campo de Futbol Vega de San Mateo,Calle del Agua,Vega de San Mateo,3000.0,https://media.api-sports.io/football/venues/6881.png,
SANTA ÚRSULA,,,https://media.api-sports.io/football/teams/9801.png,Estadio Argelio Tabares,Calle Finca Pastor 3-11,Santa Úrsula,2000.0,https://media.api-sports.io/football/venues/6882.png,
TENERIFE II,,1912.0,https://media.api-sports.io/football/teams/9802.png,Centro Insular de Atletismo de Tenerife,Calle Volcán Birigoyo,Santa Cruz de Tenerife,4000.0,https://media.api-sports.io/football/venues/12339.png,113.0
TENISCA,,,https://media.api-sports.io/football/teams/9803.png,Estadio Virgen de Las Nieves,Carratera Gral Mirca,La Palma,5500.0,https://media.api-sports.io/football/venues/6884.png,
UD SAN FERNANDO,,1992.0,https://media.api-sports.io/football/teams/9804.png,Ciudad Deportiva de Maspalomas,"Avenida Finnair, Parque Sur",Gran Canaria,2000.0,https://media.api-sports.io/football/venues/6885.png,33.0
UNIÓN VIERA,,1962.0,https://media.api-sports.io/football/teams/9805.png,Estadio Alfonso Silva,"Calle de Gustavo Julio Navarro Nieto, La Ballena",Las Palmas de Gran Canaria,3500.0,https://media.api-sports.io/football/venues/6886.png,63.0
VERA,,,https://media.api-sports.io/football/teams/9806.png,Estadio Las Viñas,"Calle Mojigato, Cella",Vera,2000.0,https://media.api-sports.io/football/venues/11045.png,
VILLA SANTA BRÍGIDA,,2004.0,https://media.api-sports.io/football/teams/9807.png,Estadio El Guiniguada,Carretera a los Olivos,Gran Canaria,1100.0,https://media.api-sports.io/football/venues/12340.png,21.0
ATLÉTICO PULPILEÑO,,2002.0,https://media.api-sports.io/football/teams/9808.png,Estadio San Miguel,Av. los Escolares,Pulpí,2000.0,https://media.api-sports.io/football/venues/6889.png,23.0
CAP CIUDAD DE MURCIA,,2010.0,https://media.api-sports.io/football/teams/9809.png,Estadio José Barnés,Calle Mar Menor,Murcia,1500.0,https://media.api-sports.io/football/venues/6890.png,15.0
CARTAGENA FC,,1940.0,https://media.api-sports.io/football/teams/9810.png,Ciudad Deportiva Gómez Meseguer,"Calle Londres, Polígono Cabezo Beaza",Cartagena,2000.0,https://media.api-sports.io/football/venues/12465.png,85.0
DEPORTIVA MINERA,,1949.0,https://media.api-sports.io/football/teams/9811.png,Estadio Municipal Ángel Celdrán,Calle General Vives,El Llano del Beal,2000.0,https://media.api-sports.io/football/venues/6891.png,76.0
EDMF CHURRA,,2009.0,https://media.api-sports.io/football/teams/9812.png,Campo de EDMF Churra,Juan Aguilar Amat,Murcia,1000.0,https://media.api-sports.io/football/venues/6892.png,16.0
HUÉRCAL OVERA,,1944.0,https://media.api-sports.io/football/teams/9813.png,Estadio El Hornillo,Avenida Guillermo Reyna,Huércal-Overa,1785.0,https://media.api-sports.io/football/venues/6893.png,81.0
LOS GARRES,,,https://media.api-sports.io/football/teams/9814.png,Estadio Las Tejeras,"Calle Tejeras, Garres y Lages",Murcia,1000.0,https://media.api-sports.io/football/venues/6894.png,
MAR MENOR,,2007.0,https://media.api-sports.io/football/teams/9815.png,Estadio El Pitín,,San Javier,3000.0,https://media.api-sports.io/football/venues/6895.png,18.0
MAZARRÓN FC,,2010.0,https://media.api-sports.io/football/teams/9816.png,Estadio Municipal de Mazarrón,"Calle Viena, 3",Mazarrón,1000.0,https://media.api-sports.io/football/venues/6896.png,15.0
MULEÑO,,1989.0,https://media.api-sports.io/football/teams/9817.png,Estadio Municipal de Mula,"Camino Curtis, 9",Mula,2000.0,https://media.api-sports.io/football/venues/6897.png,36.0
